superstructure	tag	structure
HEADER.HEAD.GEDC	FORM	HEADER.HEAD.GEDC.FORM
HEADER.HEAD.GEDC	VERS	HEADER.HEAD.GEDC.VERS
HEADER.HEAD.NOTE	CONC	HEADER.HEAD.NOTE.CONC
HEADER.HEAD.NOTE	CONT	HEADER.HEAD.NOTE.CONT
HEADER.HEAD.PLAC	FORM	HEADER.HEAD.PLAC.FORM
HEADER.HEAD.SOUR	CORP	HEADER.HEAD.SOUR.CORP
HEADER.HEAD.SOUR	DATA	HEADER.HEAD.SOUR.DATA
HEADER.HEAD.SOUR	NAME	HEADER.HEAD.SOUR.NAME
HEADER.HEAD.SOUR	VERS	HEADER.HEAD.SOUR.VERS
HEADER.HEAD.SOUR.CORP	ADDR	ADDRESS_STRUCTURE.ADDR
HEADER.HEAD.SOUR.CORP	EMAIL	ADDRESS_STRUCTURE.EMAIL
HEADER.HEAD.SOUR.CORP	FAX	ADDRESS_STRUCTURE.FAX
HEADER.HEAD.SOUR.CORP	PHON	ADDRESS_STRUCTURE.PHON
HEADER.HEAD.SOUR.CORP	WWW	ADDRESS_STRUCTURE.WWW
HEADER.HEAD.SOUR.DATA	COPR	HEADER.HEAD.SOUR.DATA.COPR
HEADER.HEAD.SOUR.DATA	DATE	HEADER.HEAD.SOUR.DATA.DATE
HEADER.HEAD.SOUR.DATA.COPR	CONC	HEADER.HEAD.SOUR.DATA.COPR.CONC
HEADER.HEAD.SOUR.DATA.COPR	CONT	HEADER.HEAD.SOUR.DATA.COPR.CONT
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	CONC	INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR.CONC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	CONT	INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR.CONT
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI	SOUR	SOURCE_CITATION.SOUR#2
